,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum
2604,193,10,1,20,1,8,10,2,5,8,7,180,0,0.15,1,24,4,15.38,17.31,17.31,19.23,13.46,17.31,0,7.0,7.0,7.0,8.0,6.0,5.0,6.0,6.0,2,25,law,1.0,,,,4,2,2,new york city,"11,419","35,960.00",1,6,2,lawyer,1.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,4,
2605,193,10,1,20,1,8,10,5,5,1,8,181,1,0.54,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,1,8.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,2,25,law,1.0,,,,4,2,2,new york city,"11,419","35,960.00",1,6,2,lawyer,1.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,4,
2606,193,10,1,20,1,8,10,6,5,2,9,182,0,0.53,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,0,5.0,8.0,9.0,9.0,9.0,6.0,8.0,6.0,2,25,law,1.0,,,,4,2,2,new york city,"11,419","35,960.00",1,6,2,lawyer,1.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,4,
2607,193,10,1,20,1,8,10,3,5,9,10,183,0,-0.38,0,24,2,20.0,22.5,17.5,22.5,10.0,7.5,0,7.0,8.0,7.0,6.0,6.0,6.0,8.0,5.0,2,25,law,1.0,,,,4,2,2,new york city,"11,419","35,960.00",1,6,2,lawyer,1.0,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,4,
2608,194,1,0,1,2,9,20,2,2,18,1,214,0,-0.22,1,23,2,17.02,21.28,17.02,21.28,14.89,8.51,0,7.0,8.0,6.0,7.0,8.0,3.0,5.0,4.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2609,194,1,0,1,2,9,20,2,2,20,2,215,0,0.74,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,6.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2610,194,1,0,1,2,9,20,2,2,7,3,216,0,0.34,1,27,2,7.5,17.5,20.0,22.5,12.5,20.0,0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2611,194,1,0,1,2,9,20,2,2,13,4,217,0,-0.43,1,26,2,21.28,17.02,21.28,12.77,6.38,21.28,0,3.0,9.0,9.0,4.0,7.0,6.0,6.0,7.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2612,194,1,0,1,2,9,20,2,2,4,5,218,0,-0.29,1,24,2,20.51,5.13,23.08,12.82,17.95,20.51,0,2.0,6.0,4.0,5.0,4.0,4.0,3.0,2.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2613,194,1,0,1,2,9,20,2,2,1,6,219,0,-0.03,1,26,2,16.28,16.28,18.6,16.28,16.28,16.28,0,3.0,7.0,,3.0,4.0,5.0,5.0,4.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2614,194,1,0,1,2,9,20,2,2,9,7,220,0,-0.22,0,25,6,16.67,16.67,16.67,16.67,14.81,18.52,0,5.0,8.0,8.0,7.0,9.0,0.0,2.0,1.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2615,194,1,0,1,2,9,20,2,2,16,8,221,1,0.41,0,27,4,15.56,17.78,17.78,17.78,17.78,13.33,1,4.0,3.0,6.0,7.0,6.0,5.0,6.0,3.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2616,194,1,0,1,2,9,20,2,2,11,9,222,0,-0.23,1,27,2,9.52,19.05,23.81,19.05,4.76,23.81,0,7.0,4.0,4.0,4.0,7.0,2.0,4.0,3.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2617,194,1,0,1,2,9,20,2,2,5,10,223,0,0.3,1,28,2,17.39,17.39,19.57,19.57,10.87,15.22,1,7.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2618,194,1,0,1,2,9,20,2,2,3,11,224,0,0.19,1,32,2,17.24,17.24,17.24,17.24,13.79,17.24,0,5.0,8.0,7.0,7.0,6.0,7.0,7.0,5.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2619,194,1,0,1,2,9,20,2,2,8,12,225,0,-0.18,0,28,3,14.71,14.71,14.71,14.71,20.59,20.59,0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2620,194,1,0,1,2,9,20,2,2,2,13,226,0,-0.07,1,23,2,25.64,17.95,15.38,20.51,10.26,10.26,0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2621,194,1,0,1,2,9,20,2,2,19,14,227,0,0.57,1,26,2,20.0,16.0,18.0,16.0,16.0,14.0,0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2622,194,1,0,1,2,9,20,2,2,14,15,228,0,-0.05,0,24,4,13.51,18.92,21.62,13.51,13.51,18.92,0,6.0,7.0,6.0,4.0,6.0,5.0,5.0,3.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2623,194,1,0,1,2,9,20,2,2,17,16,229,0,0.33,1,28,2,21.43,16.67,21.43,16.67,11.9,11.9,0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2624,194,1,0,1,2,9,20,2,2,6,17,230,0,-0.02,1,42,2,23.81,23.81,23.81,23.81,2.38,2.38,0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2625,194,1,0,1,2,9,20,2,2,15,18,231,0,-0.28,0,30,3,18.6,20.93,23.26,23.26,2.33,11.63,0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,5.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2626,194,1,0,1,2,9,20,2,2,10,19,232,0,-0.44,1,31,2,17.78,17.78,17.78,17.78,13.33,15.56,0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2627,194,1,0,1,2,9,20,2,2,12,20,233,0,0.17,0,29,4,14.0,20.0,18.0,16.0,14.0,18.0,1,6.0,7.0,8.0,7.0,8.0,,6.0,4.0,2,24,Clinical Psychology,3.0,,,,2,9,9,New York,"11,803","65,708.00",3,3,2,Psychologist,3.0,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,
2628,195,2,0,3,2,9,20,6,6,2,1,214,0,0.27,1,23,2,17.02,21.28,17.02,21.28,14.89,8.51,0,9.0,8.0,7.0,7.0,7.0,5.0,7.0,0.0,1,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2629,195,2,0,3,2,9,20,6,6,4,2,215,1,0.41,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,1,5.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2630,195,2,0,3,2,9,20,6,6,11,3,216,0,-0.03,1,27,2,7.5,17.5,20.0,22.5,12.5,20.0,1,7.0,7.0,9.0,8.0,8.0,4.0,7.0,4.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2631,195,2,0,3,2,9,20,6,6,17,4,217,1,0.01,1,26,2,21.28,17.02,21.28,12.77,6.38,21.28,1,6.0,5.0,9.0,4.0,6.0,5.0,7.0,8.0,1,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2632,195,2,0,3,2,9,20,6,6,8,5,218,0,0.07,1,24,2,20.51,5.13,23.08,12.82,17.95,20.51,1,6.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2633,195,2,0,3,2,9,20,6,6,5,6,219,0,0.09,1,26,2,16.28,16.28,18.6,16.28,16.28,16.28,1,7.0,8.0,7.0,7.0,4.0,7.0,7.0,5.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2634,195,2,0,3,2,9,20,6,6,13,7,220,0,0.6,0,25,6,16.67,16.67,16.67,16.67,14.81,18.52,1,8.0,8.0,9.0,10.0,8.0,9.0,9.0,9.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2635,195,2,0,3,2,9,20,6,6,20,8,221,0,-0.21,0,27,4,15.56,17.78,17.78,17.78,17.78,13.33,1,7.0,8.0,8.0,8.0,5.0,5.0,7.0,5.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2636,195,2,0,3,2,9,20,6,6,15,9,222,0,0.03,1,27,2,9.52,19.05,23.81,19.05,4.76,23.81,0,6.0,3.0,8.0,3.0,3.0,2.0,4.0,3.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2637,195,2,0,3,2,9,20,6,6,9,10,223,0,0.22,1,28,2,17.39,17.39,19.57,19.57,10.87,15.22,1,6.0,8.0,6.0,7.0,6.0,5.0,5.0,7.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2638,195,2,0,3,2,9,20,6,6,7,11,224,0,0.44,1,32,2,17.24,17.24,17.24,17.24,13.79,17.24,0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,5.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2639,195,2,0,3,2,9,20,6,6,12,12,225,1,-0.27,0,28,3,14.71,14.71,14.71,14.71,20.59,20.59,1,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2640,195,2,0,3,2,9,20,6,6,6,13,226,0,-0.04,1,23,2,25.64,17.95,15.38,20.51,10.26,10.26,0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2641,195,2,0,3,2,9,20,6,6,3,14,227,0,-0.12,1,26,2,20.0,16.0,18.0,16.0,16.0,14.0,1,6.0,4.0,8.0,8.0,5.0,6.0,6.0,6.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2642,195,2,0,3,2,9,20,6,6,18,15,228,0,0.26,0,24,4,13.51,18.92,21.62,13.51,13.51,18.92,1,6.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2643,195,2,0,3,2,9,20,6,6,1,16,229,1,0.49,1,28,2,21.43,16.67,21.43,16.67,11.9,11.9,1,8.0,9.0,7.0,9.0,5.0,5.0,7.0,7.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2644,195,2,0,3,2,9,20,6,6,10,17,230,0,-0.43,1,42,2,23.81,23.81,23.81,23.81,2.38,2.38,1,8.0,7.0,7.0,7.0,6.0,5.0,7.0,4.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2645,195,2,0,3,2,9,20,6,6,19,18,231,0,0.17,0,30,3,18.6,20.93,23.26,23.26,2.33,11.63,1,6.0,8.0,8.0,8.0,4.0,6.0,8.0,6.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2646,195,2,0,3,2,9,20,6,6,14,19,232,0,0.29,1,31,2,17.78,17.78,17.78,17.78,13.33,15.56,1,7.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2647,195,2,0,3,2,9,20,6,6,16,20,233,1,-0.5,0,29,4,14.0,20.0,18.0,16.0,14.0,18.0,1,6.0,7.0,7.0,7.0,7.0,,6.0,5.0,2,27,microbiology,10.0,,,,2,3,9,"Rochester, NY","14,526","49,466.00",1,2,1,professional student,2.0,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,
2648,196,3,0,5,2,9,20,5,5,1,1,214,1,0.0,0,23,2,17.02,21.28,17.02,21.28,14.89,8.51,1,7.0,8.0,8.0,7.0,9.0,5.0,6.0,6.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2649,196,3,0,5,2,9,20,5,5,3,2,215,0,-0.38,1,26,4,14.89,19.15,21.28,19.15,14.89,10.64,0,5.0,8.0,5.0,3.0,3.0,3.0,3.0,3.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2650,196,3,0,5,2,9,20,5,5,10,3,216,0,0.3,0,27,2,7.5,17.5,20.0,22.5,12.5,20.0,0,7.0,6.0,9.0,7.0,7.0,6.0,6.0,5.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2651,196,3,0,5,2,9,20,5,5,16,4,217,0,0.52,0,26,2,21.28,17.02,21.28,12.77,6.38,21.28,0,4.0,7.0,8.0,5.0,4.0,6.0,7.0,6.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2652,196,3,0,5,2,9,20,5,5,7,5,218,0,0.14,0,24,2,20.51,5.13,23.08,12.82,17.95,20.51,0,2.0,5.0,4.0,3.0,6.0,2.0,2.0,1.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2653,196,3,0,5,2,9,20,5,5,4,6,219,1,0.2,0,26,2,16.28,16.28,18.6,16.28,16.28,16.28,1,8.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2654,196,3,0,5,2,9,20,5,5,12,7,220,0,-0.34,0,25,6,16.67,16.67,16.67,16.67,14.81,18.52,1,10.0,10.0,10.0,9.0,9.0,10.0,9.0,8.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2655,196,3,0,5,2,9,20,5,5,19,8,221,0,0.15,1,27,4,15.56,17.78,17.78,17.78,17.78,13.33,1,6.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2656,196,3,0,5,2,9,20,5,5,14,9,222,0,0.5,0,27,2,9.52,19.05,23.81,19.05,4.76,23.81,1,7.0,6.0,5.0,3.0,4.0,5.0,6.0,4.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2657,196,3,0,5,2,9,20,5,5,8,10,223,0,-0.15,0,28,2,17.39,17.39,19.57,19.57,10.87,15.22,0,7.0,8.0,6.0,2.0,8.0,2.0,3.0,4.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2658,196,3,0,5,2,9,20,5,5,6,11,224,0,0.0,0,32,2,17.24,17.24,17.24,17.24,13.79,17.24,0,7.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2659,196,3,0,5,2,9,20,5,5,11,12,225,0,0.09,0,28,3,14.71,14.71,14.71,14.71,20.59,20.59,0,6.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2660,196,3,0,5,2,9,20,5,5,5,13,226,0,-0.2,0,23,2,25.64,17.95,15.38,20.51,10.26,10.26,0,5.0,8.0,7.0,4.0,6.0,5.0,6.0,7.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2661,196,3,0,5,2,9,20,5,5,2,14,227,0,-0.1,0,26,2,20.0,16.0,18.0,16.0,16.0,14.0,0,5.0,7.0,7.0,6.0,5.0,3.0,3.0,4.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2662,196,3,0,5,2,9,20,5,5,17,15,228,0,0.52,1,24,4,13.51,18.92,21.62,13.51,13.51,18.92,1,6.0,7.0,6.0,4.0,5.0,6.0,6.0,4.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2663,196,3,0,5,2,9,20,5,5,20,16,229,0,-0.4,0,28,2,21.43,16.67,21.43,16.67,11.9,11.9,0,6.0,7.0,8.0,2.0,1.0,1.0,3.0,2.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2664,196,3,0,5,2,9,20,5,5,9,17,230,0,0.57,0,42,2,23.81,23.81,23.81,23.81,2.38,2.38,1,8.0,7.0,8.0,5.0,5.0,6.0,8.0,4.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2665,196,3,0,5,2,9,20,5,5,18,18,231,0,0.47,0,30,3,18.6,20.93,23.26,23.26,2.33,11.63,0,8.0,6.0,7.0,6.0,6.0,3.0,5.0,3.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2666,196,3,0,5,2,9,20,5,5,13,19,232,0,0.32,0,31,2,17.78,17.78,17.78,17.78,13.33,15.56,0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2667,196,3,0,5,2,9,20,5,5,15,20,233,0,0.07,1,29,4,14.0,20.0,18.0,16.0,14.0,18.0,1,7.0,8.0,7.0,7.0,7.0,,6.0,7.0,2,25,"Religion, GSAS",7.0,,,,4,1,6,"Taipei, Taiwan",,,1,1,1,education,2.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,
2668,197,4,0,7,2,9,20,3,3,19,1,214,0,-0.04,0,23,2,17.02,21.28,17.02,21.28,14.89,8.51,1,8.0,8.0,9.0,6.0,8.0,5.0,8.0,6.0,2,24,International Affairs and Public Health,13.0,,,,6,2,1,Berkeley,"92,064","53,229.00",1,4,3,Development work,7.0,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,
2669,197,4,0,7,2,9,20,3,3,1,2,215,0,0.32,0,26,4,14.89,19.15,21.28,19.15,14.89,10.64,1,7.0,9.0,9.0,6.0,7.0,4.0,7.0,6.0,2,24,International Affairs and Public Health,13.0,,,,6,2,1,Berkeley,"92,064","53,229.00",1,4,3,Development work,7.0,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,
2670,197,4,0,7,2,9,20,3,3,8,3,216,0,0.66,0,27,2,7.5,17.5,20.0,22.5,12.5,20.0,0,6.0,8.0,8.0,6.0,6.0,3.0,6.0,5.0,2,24,International Affairs and Public Health,13.0,,,,6,2,1,Berkeley,"92,064","53,229.00",1,4,3,Development work,7.0,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,
2671,197,4,0,7,2,9,20,3,3,14,4,217,1,0.35,0,26,2,21.28,17.02,21.28,12.77,6.38,21.28,1,7.0,7.0,9.0,7.0,7.0,7.0,7.0,8.0,2,24,International Affairs and Public Health,13.0,,,,6,2,1,Berkeley,"92,064","53,229.00",1,4,3,Development work,7.0,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,
2672,197,4,0,7,2,9,20,3,3,5,5,218,0,0.43,0,24,2,20.51,5.13,23.08,12.82,17.95,20.51,0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,2,24,International Affairs and Public Health,13.0,,,,6,2,1,Berkeley,"92,064","53,229.00",1,4,3,Development work,7.0,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,
2673,197,4,0,7,2,9,20,3,3,2,6,219,0,0.6,0,26,2,16.28,16.28,18.6,16.28,16.28,16.28,1,6.0,8.0,6.0,5.0,5.0,6.0,6.0,5.0,2,24,International Affairs and Public Health,13.0,,,,6,2,1,Berkeley,"92,064","53,229.00",1,4,3,Development work,7.0,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,
2674,197,4,0,7,2,9,20,3,3,10,7,220,0,0.1,1,25,6,16.67,16.67,16.67,16.67,14.81,18.52,1,8.0,8.0,7.0,8.0,9.0,10.0,9.0,8.0,2,24,International Affairs and Public Health,13.0,,,,6,2,1,Berkeley,"92,064","53,229.00",1,4,3,Development work,7.0,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,
2675,197,4,0,7,2,9,20,3,3,17,8,221,0,0.12,0,27,4,15.56,17.78,17.78,17.78,17.78,13.33,1,7.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,2,24,International Affairs and Public Health,13.0,,,,6,2,1,Berkeley,"92,064","53,229.00",1,4,3,Development work,7.0,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,
